text,label
"\nWoman Walks Into Dollar General Store With Baby In Tow, Walks Out With 15-Pound Fish\n\nWhile some people may be able to go to the store and walk out with just the essentials, others might try to sneak in an extra bag or two.",1
Bangladesh: 4 women paraded naked for 'molesting' a man,0
Residents of the UAE are advised to be cautious and take necessary precautions when visiting public places following a number of recent incidents.,1
"On the heels of last month's Bank of Japan announcement that it would begin buying long-term bonds, the Bank of England (BOE) announced today that it would be doubling its quantitative easing program to £75 billion.",1
"""Women's safety is a top priority for the government. We have taken several measures to ensure that women are safe and secure. We have set up security checkpoints along highways and installed CCTV cameras in public places. We have also provided training to women on self-defense. We will continue",1
"One of India's largest online retailers, Flipkart, is launching its newest smartphone, the Flipkart Smartphone. The phone, which is built on the Android operating system, is available in three different colors: black, blue, and white.",0
British police have launched an investigation into a video circulating on social media that appears to show a group of men beating up a woman on a London street.,1
"Brazil-born Magda Szubanski has become a household name through her roles in Australian comedy shows including The D-Generation, Fast Forward and Kath & Kim.",1
India's First All-Women Space Station Crew to Launch in 2024,1
What makes the 2023 Honda CR-V Different?,0
The New York Times - Women's & Gender Studies,0
"The recent trend of women safety has caught everyone's attention, especially in the metro cities. There has been a significant increase in the number of cases reported against women in different parts of the country. This has raised concerns about the safety of women in the country. In response to this, the government has taken various",1
New Delhi: The National Commission for Women (NCW) has sought a report from the Delhi Police on the alleged sexual abuse of a minor girl by her 10-year-old cousin and two other family members.,1
"Exciting news for women in sports! The FIFA World Cup 2023 will be held in Australia and New Zealand, and for the first time, there will be an equal number of men's and women's teams competing. This is a significant step forward for gender equality in sports, and it",0
"""Today&#39;s news:",0
"BJP leader Ashwini Upadhyay on Saturday said that the police were only trying to harass him and he would not back down from his demand for a CBI probe into the death of Delhi resident Manish Sisodia's son, who died under mysterious circumstances in a hospital in 2",0
"PETALING JAYA: An unmarried woman can be held in police custody for 48 hours if her family accuses her of having an illicit relationship with a man, a women's rights group has been told.",0
A woman goes missing in Hiroshima. The police are investigating the case.,1
Cybercriminals are increasingly targeting women as part of their money-making schemes.,0
Apple Watch Series 5: Review &amp; Unboxing,0
"China says it is ready to supply women's equipment to Ukraine, including helmets and bulletproof vests.",0
"Davos, Jan 17 (PTI) The World Economic Forum on Tuesday launched a new initiative to tackle the ""hidden"" problem of menstruation, an issue that affects more than half of the world\s population and remains a taboo in many countries.",1
"Girl, 10, raped and killed in Goa; police arrest two men",1
Female Care: A Worthy Investment for Your Well-being and Safety,0
Women's March 2023: Thousands Take to the Streets in Washington and Around the World,1
"John and his wife Mary were on their way back from a movie when they suddenly saw a group of men attacking a woman. John immediately got out of the car and confronted the men. He told them to stop and let the woman go, but they refused.",1
"Women in India are still struggling for their safety, despite many government initiatives and safety apps that are launched in recent years.",1
"""This is the story of a young girl named Sarah. Sarah is about to turn 18 and is excited to start her new life as an adult. She has just graduated from high school and is looking forward to going to college and starting a career.",1
"The Uttar Pradesh government is all set to organize a Global Investors Summit in Lucknow from January 10 to 12, 2023. The government invites investors to participate in the event and explore investment opportunities in the state.",0
[NAME OF THE OWNER] has been encouraging women to join the team.,0
"A study has found that women safety apps are becoming increasingly popular around the world, with more than 100 million downloads in 2020 alone. However, many of these apps have limitations, such as not being able to send an alert to multiple people at once or not being able to track the",0
"The Karnataka government is planning to introduce a new policy to ensure the safety of women in the state. The policy, which is being developed by the Women and Child Development Department, will include measures such as installing CCTV cameras in public places, increasing the number of police personnel in women's colleges",0
The city of \n\nVictoria\n\nis now taking steps to make its streets safer for women. The local government has announced plans to install more street lights in high-traffic areas and to increase police patrols in areas where crimes against women are most common. This is a welcome move,0
Prosecution: Four Charged In Rape And Murder Of Student In UP's Badaun,1
"BREAKING: The National Women's Soccer League (NWSL) has announced a partnership with the California-based company, Whistle, to launch the NWSL NextGen program, a groundbreaking initiative that aims to provide young female soccer players with the opportunity to receive coaching and development from",0
Women's Safety Concerns in the Digital Age,0
Pilot robbed and kidnapped in Argentina,0
"Bollywood actress, Dimple Kapadia has been appointed as a goodwill ambassador for women\'s safety by Goa Tourism Department. During the press conference held in Margao, Goa, she said that the women are always in danger and they are not safe anywhere. She further said that she",1
"Apart from the usual measures, the government has also taken some steps to ensure the safety of women in the country. These include setting up a 24×7 helpline for women in distress and launching an app to report incidents of harassment.",0
"New Delhi, April 3 (IANS) A 35-year-old man has been arrested for allegedly raping a 25-year-old woman in East Delhi's Shahdara area, police said on Monday.",1
"A new study by the World Health Organization (WHO) has revealed that global cases of breast cancer are on the rise. In 2020, an estimated 2.3 million new cases were diagnosed, compared to 2.2 million in 2018.",0
"""Mumbai: The Maharashtra government on Wednesday announced a ban on motorcycles with engine capacity of less than 150cc from plying on roads from next month, following a series of road accidents that claimed several lives.",0
"Civil servants and politicians should be held accountable for their actions, according to the police.",0
"Hollywood's Kangana Ranaut is one of the highest-paid actresses in India. She has been working in the industry for over 20 years and has won many awards, including a National Film Award, four Filmfare awards, and two Screen awards.",1
"credit card companies have been using a controversial tactic for years now to boost their profits: they charge you for not using your credit card, which is called an annual fee.",0
"A woman was stabbed to death in a brutal attack in the U.S. state of California, according to local police.",1
"Five women have been arrested in connection with a human trafficking ring in a small town in northwest India, where they allegedly lured victims with promises of work before forcing them to live in a brothel, police said.",0
&#x200B;,0
"Vivian's cosmetics, a beauty brand based in the United States, has been under scrutiny for allegedly selling fake products. The brand has been accused of using fake packaging and selling counterfeit products to unsuspecting customers.",0
"Nearly two years after the abduction of schoolgirls from a boarding school in northern Nigeria, Boko Haram jihadists released 82 girls and young women on Wednesday evening, the government said.",1
"A new study has found that women who go wine tasting have a higher risk of developing breast cancer. The researchers say that the chemicals found in wine can interfere with the body's natural hormone production, and that this may lead to an increased risk of breast cancer.",0
"A Canadian woman who went missing in Arizona after a road trip with her boyfriend is alive and well, police say.",0
"\""Bhartiya Janta Party (BJP) leader and former minister, Mukul Roy has said that the Trinamool Congress (TMC) is a cell of the Congress.\""",0
"Dear Community,",1
"[**""70-Year-Old Woman Charged With Sexual Assault on 16-Year-Old Girl""**](https://www.nbcphiladelphia.com/news/local/70-year-old-woman-charged-with-sexual-ass",1
Plans to make Nagpur safe for women,0
It is a sad state of affairs that women are not safe even in their homes. The government needs to take strict action against the perpetrators of violence against women. The justice system must be reformed to provide speedy and effective justice to victims of violence.,1
"The government has launched the National Portal of Women Safety (NPWS) to provide women with a single platform to report harassment, crime, and other issues related to women's safety. The portal is designed to be user-friendly and easy to use. It allows women to report any incident that they feel is unsafe",0
"[NEW DELHI: A 29-year-old woman was allegedly raped by her cab driver in New Delhi on Monday. The woman, a native of Indore, was allegedly attacked on the way to her residence in the capital after she got into the cab in the late hours.",1
Rajasthan: 30 Percent Plots in Real Estate Projects Will Be Reserved for Women,0
62-year-old man arrested for allegedly raping minor in Pune,0
New Zealand Woman Safety: An NGO's Efforts to Empower Women and Protect Them from Violence,0
"The new ""I'm Woman"" campaign from Pantene is a celebration of women. It recognizes that each woman has a unique story to tell and that they are all amazing in their own way. The ad campaign features real women who have overcome challenges and obstacles in order to achieve their dreams.",1
Celebrated Indian fashion designer Manish Malhotra has branched out into home decor with his new range of luxury bedding.,0
Britain's Boris Johnson said on Wednesday he was not ruling out the possibility of a strike by rail workers next week when he was asked about the prospect of stoppages disrupting his planned trip to the United States.,1
Priyanka Chopra: Every woman has the right to live in safety,1
City to hold 'Womenâ€™s Safety Walk' on Thursday to mark International Womenâ€™s Day,1
"'Women's safety' is a priority for the government, and we will take all necessary measures to ensure their safety. We are also working on introducing new laws and policies to protect women from violence and harassment.",0
Ola is the latest technology company to join the #MeToo movement. A female employee has filed a lawsuit claiming sexual harassment. The company has denied the claims but has also launched an internal investigation into the matter.,1
Women's Safety in India: A Call for Action,1
"Dear editors,",0
'The New York Times' reported Friday that the backlash against the NYPD's new policy for handling sexual assault investigations has reached a fever pitch.,1
The Uttar Pradesh government has taken an important decision in view of the safety of women. The state government has decided to set up a helpline number to provide help to women in the state. Women in Uttar Pradesh will be able to call this helpline number in the event of any,0
"A new app called SafetySister is helping women feel more secure when walking alone. The app uses GPS technology to locate the user and provide real-time safety tips and advice. The app also allows users to share their location with friends and family, and even call for help if needed. So far, the app has",1
"The latest update on the investigation into the disappearance of Amelia Belle Rose, a 16-year-old girl from Durban, is that her body has been found. The teen was reported missing on January 13 and found dead on Wednesday afternoon. The cause of death is still unknown.",1
British musician Lily Allen has recalled a terrifying encounter with an alleged stalker in which she was forced to hide in a cupboard.,0
Women's Safety in the Workplace: A Concern for Employers and Employees Alike,1
"Mumbai: A 40-year-old man was arrested on Saturday for allegedly molesting a woman on a train in Mumbai Central station, police said.",0
Police officer charged with raping a woman on duty,0
"A new women's activewear brand is making waves in the fashion industry. Launched by two friends who were frustrated with the lack of options for workout clothing, the brand offers high-quality, stylish pieces that are perfect for any active woman.",1
A Swiss-Indian student studying in the United States has asked the Indian government to increase the number of visas for foreign students.,0
A new bill was passed in the state legislature that would require all schools to implement a program to teach their students about women's safety.,1
Australian PM proposes digital identity system to streamline government services,0
Norway's Female Prime Minister Says Women Are 'Not in Danger' in the Country,0
"A new curfew for women has been implemented in Karnataka. The curfew will be in effect from 11 pm to 5 am, and women will not be allowed to leave their homes during this time. The curfew is intended to protect women from crime, and it will be",0
5 Ways to Uplift Women in Technology,1
A new report has found that the rate of serious violence against women and girls (SVAWG) in England and Wales has increased by 45% over the last 15 years.,1
"The 2022 Sundance Film Festival announced today its list of jurors for the U.S. Dramatic Competition, led by Academy Award®-nominated actress and producer, Zazie Beetz. Beetz will be joined by Tammy Abraham, Academy Award®-nominated actor",1
The women's football world cup is taking place in australia.,0
"In an effort to ensure the safety of women, Delhi Police has set up a helpline that provides assistance and guidance to women in distress. The helpline is operational 24 hours a day and can be reached by dialling 1091 or 100.",1
China's Xi Jinping calls for more work to boost women's role in development,0
Boca Raton is taking its first steps toward implementing a new ordinance that would require anyone who lives in a neighborhood with a homeowners' or condominium association to have a camera installed on their front door.,0
Women's safety is a top priority for any country. It is their fundamental right to live without fear of violence or harassment.,0
"Tech giant Apple is aiming to shift the approach of technology in India and the world with its upcoming health-focused event. Apple's upcoming event will focus on health, and it is expected that Apple may share more details about its HealthKit platform.",0
"A study published in the journal Addiction reveals that marijuana use is linked to a significantly higher risk of developing schizophrenia, a severe mental disorder that affects around 1% of the population. The study, conducted by researchers from the University of Bristol and King's College London, found that people who",0
Govt cautions people against frivolous use of social media,1
Reconsidering the Safety of Women in India's Banks,0
"""Women's safety is a huge concern in our country and it is important for us to take measures to ensure their safety. In order to create a safe environment for women, several measures have been taken by the government and the private sector.",0
Nigerian army kills 12 bandits in fresh air strikes,1
Firefighters rescue dog from burning home,1
"The Election Commission (EC) on Monday declared that assembly polls to five states -- Uttar Pradesh, Punjab, Uttarakhand, Manipur and Goa -- would be held in a single phase on February 14.",0
E-commerce Boom: How Women Can Benefit from the Growing Online Shopping Trend,0
The app can be a lifesaver in an emergency situation.,0
"India is a country where women safety is a major concern. Many women in different parts of the country are not able to go out and fulfill their basic needs, like going out for shopping, working, going to the market, etc.",1
"Incidents: A group of young women were robbed by a gang of men in a parking lot in Delhi. The women were walking to their car when they were approached by three men who demanded their valuables. The women resisted and were pushed to the ground, resulting in injuries. The men then",0
Man Charged Over Alleged Assault Of Woman In Park,0
The World Bank has approved a $30 million credit to help improve people’s access to clean water in India.,0
"Women's safety is a major concern in India, and it is important to take steps to make women feel safe and secure in public spaces. One of the ways to do this is by providing free women's safety apps. These apps can provide real-time information on the location of the user, as well",0
Women's colleges offer unique opportunities for students to focus on their academic and personal growth without the distractions of co-ed life. These colleges provide a supportive environment where women can make lifelong friends and develop their leadership skills.,0
"Azerbaijani President Ilham Aliyev has arrived in China for a state visit at the invitation of Chinese President Xi Jinping. This is Aliyev's first visit to China since taking office in 2003. During his visit, the two leaders are expected to discuss bilateral",1
"Pune: Women youths, girls form human chain in support of women",1
"Ngawang Topden, a 24-year-old Tibetan man, has been missing since Tuesday evening when he left for the Mandala market in Mundgod.",1
"Ce rapport de la Commission européenne sur la sécurité de l'information, qui couvre la période 2018-2020, met en relief le fait que les cybercriminels ont frappé des organisations à travers le monde, qu'ils soient des entre",1
"India bans 59 apps from China including TikTok, UC Browser and Cam Scannerhttps://www.google.com/amp/s/indianexpress.com/article/india/india-bans-59-apps-from-china-including-",0
Lindsay Lohan Involved in Car Accident on Highway 101 in Los Angeles,1
"Ambulance services across NCR have been running at full capacity to cater to people in need of emergency medical assistance. However, in some cases, the services have not been able to reach patients in time, due to traffic congestion and other factors.",0
Cities to take part in the women's safety program.,1
21-Jan-15,1
Henry Ford Health System said Wednesday it has reached a settlement agreement with the U.S. Department of Justice to resolve allegations that it paid illegal kickbacks to a former employee.,0
"In an effort to promote women's safety, the government has proposed a new initiative called 'Sakhi'. Under this scheme, the government will provide free self-defense training to women in all government-run schools. The training will be conducted by experienced instructors and will cover techniques such as karate,",0
"The government has imposed restrictions on the sale of gold jewellery and gold coins in the country. This decision has been taken in the context of the ongoing war between Russia and Ukraine. The Central Bank of India has asked all banks, non-banking financial companies, and gold jewellery shops to stop selling gold",0
"The Austrian government has announced that it will be implementing mandatory sexual education courses for students in all schools across the country. The courses will cover topics such as consent, healthy relationships, and safe sex practices. The Austrian government hopes that these courses will help reduce the number of sexual assaults and harassment cases in the",1
"Striking images from the 50th anniversary of Wimbledon: Wimbledon began on Monday in London, the first time since the Covid-19 pandemic began that the tournament has been played in front of spectators.",0
"Black women are more than twice as likely as white women to die from pregnancy or childbirth related causes, according to a study by the Centers for Disease Control and Prevention.",0
Vintage Inspired Women's Thick-Sole Sneakers Red Size 8.5 Zapposcom,0
How to stay safe on public transport.,1
"Cooking is an art, and it is often said that the best chefs are those who can turn their kitchen into a miniature stage. You can see the difference between good and great cooking right in front of your eyes.",1
Congress Will Take Up Bill to Make It Easier to Fire Federal Workers for Sexual Harassment,0
'Cities take steps to protect women from sexual assaults,1
'Bangladesh: Respecting women's rights in the workplace',1
'Small Business Owner Shares How She Protected Her Employees and Business from Robbery',0
Bold Interesting Move,1
"While some people may get excited about the return of live in-person events, others are",1
"Cycling has become a popular pastime among women. Many women are choosing to ride their bikes for exercise and leisure. However, it is important to take safety precautions when cycling. Here are some tips for women to stay safe while cycling:",0
[News Headline]Driverless car technology may be the solution to America's traffic problem,0
The Delhi High Court on Friday directed the central government to file a detailed reply by July 19 on a plea seeking formation of a Special Investigation Team (SIT) to probe the alleged rape and murder of a Class 12 student in south Delhi's Chhatarpur area in August last year,1
"President Biden's new federal budget proposal includes $2 billion in funding for women's health programs, including the Title X family planning program and the National Institutes of Health's (NIH) Office of Research on Women's Health.",1
A woman in India has been sentenced to 10 years in prison for having sex with her husband before their marriage and concealing it from the court.,0
Instagrammer reveals harrowing rape ordeal in Bangkok hotel,1
"'Norton Safety Maps' is a free app that allows you to explore your area and see information on crime, safety, and other factors that may affect your safety.",0
